age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,was_contacted_before,has_loan_burden,prev_success,age_group,economic_sentiment
32,services,divorced,high.school,no,unknown,no,cellular,jul,thu,9,999,0,nonexistent,-0.1,94.621,-46.0,3.972,5228.1,no,0,0,0,young_adult,0.2008368200836819
36,technician,single,high.school,no,no,no,telephone,apr,mon,2,999,0,nonexistent,-1.8,94.183,-28.4,1.578,5099.1,no,0,0,0,middle_age,0.9372384937238494
47,blue-collar,married,university.degree,unknown,yes,yes,telephone,may,thu,2,999,0,nonexistent,-0.1,93.009,-48.8,3.479,5228.1,no,0,1,0,middle_age,0.08368200836820085
54,admin.,married,basic.4y,no,yes,no,cellular,mar,mon,5,999,0,nonexistent,-1.1,93.925,-28.2,2.016,4963.6,no,0,1,0,senior,0.9456066945606694
38,blue-collar,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,-1.8,94.552,-48.8,2.192,5228.1,no,0,0,0,middle_age,0.08368200836820085
34,admin.,single,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.533,-45.4,1.457,5228.1,no,0,1,0,young_adult,0.2259414225941422
40,admin.,single,university.degree,no,no,no,cellular,aug,thu,2,999,1,nonexistent,-1.1,92.446,-37.3,1.201,5176.3,yes,1,0,0,middle_age,0.5648535564853557
47,management,married,unknown,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,-3.4,93.846,-46.3,4.522,5191.0,no,0,1,0,middle_age,0.1882845188284519
22,blue-collar,divorced,university.degree,no,no,no,telephone,may,wed,4,999,0,success,1.1,93.753,-41.5,4.808,5176.3,no,0,0,1,young,0.3891213389121338
18,management,married,basic.4y,no,no,yes,cellular,feb,mon,7,999,0,nonexistent,-1.1,92.546,-46.8,2.37,5076.2,no,0,1,0,young,0.1673640167364017
33,blue-collar,married,university.degree,unknown,no,no,telephone,jul,thu,2,999,0,nonexistent,1.1,92.816,-37.5,4.002,5191.0,no,0,0,0,young_adult,0.5564853556485355
25,technician,single,basic.9y,no,no,no,telephone,may,wed,2,999,0,nonexistent,-0.1,93.925,-36.2,4.178,5008.7,no,0,0,0,young_adult,0.6108786610878659
33,technician,married,high.school,no,yes,no,telephone,dec,tue,1,999,0,nonexistent,1.4,94.699,-45.5,1.26,5017.5,no,0,1,0,young_adult,0.2217573221757321
38,management,married,high.school,no,no,yes,cellular,aug,tue,2,999,1,nonexistent,-1.1,92.647,-43.8,4.776,5076.2,no,1,1,0,middle_age,0.29288702928870297
34,entrepreneur,married,basic.9y,no,yes,no,cellular,aug,mon,7,999,1,nonexistent,-1.8,93.777,-33.2,4.199,5017.5,no,1,1,0,young_adult,0.7364016736401672
57,housemaid,married,high.school,no,no,yes,cellular,jan,tue,2,999,0,failure,-3.4,93.417,-48.7,4.117,5228.1,no,0,1,0,senior,0.08786610878661065
43,management,married,high.school,no,yes,no,telephone,aug,wed,1,999,0,nonexistent,1.1,93.073,-40.0,4.712,5076.2,no,0,1,0,middle_age,0.4518828451882844
43,services,married,professional.course,unknown,yes,no,cellular,may,wed,2,999,1,nonexistent,1.1,94.547,-43.9,2.191,4963.6,no,1,1,0,middle_age,0.28870292887029286
47,management,single,university.degree,no,yes,no,cellular,jun,wed,2,999,0,nonexistent,-1.8,94.606,-40.9,4.545,5195.8,no,0,1,0,middle_age,0.4142259414225941
26,technician,married,basic.9y,no,no,no,cellular,may,tue,3,999,0,nonexistent,1.4,92.62,-30.8,5.036,5076.2,no,0,0,0,young_adult,0.8368200836820082
52,technician,single,basic.9y,no,yes,no,cellular,jun,fri,2,999,0,nonexistent,1.4,94.013,-27.4,1.654,5228.1,no,0,1,0,senior,0.9790794979079498
39,entrepreneur,divorced,professional.course,no,no,no,telephone,apr,wed,4,999,0,nonexistent,-1.1,94.187,-46.5,1.17,5228.1,no,0,0,0,middle_age,0.17991631799163169
48,management,married,professional.course,no,no,no,telephone,may,wed,3,999,0,success,-1.8,94.57,-49.3,1.114,5228.1,yes,0,0,1,middle_age,0.06276150627615062
27,admin.,married,university.degree,unknown,yes,yes,cellular,feb,mon,3,7,0,nonexistent,-1.1,92.389,-46.1,2.299,5228.1,no,0,1,0,young_adult,0.1966527196652718
21,blue-collar,single,basic.4y,unknown,unknown,yes,cellular,feb,wed,5,999,0,failure,1.4,94.592,-29.9,4.201,5191.0,no,0,1,0,young,0.8744769874476988
49,management,married,university.degree,unknown,yes,no,cellular,jul,wed,6,0,0,nonexistent,-0.1,92.833,-29.8,3.946,5228.1,yes,0,1,0,middle_age,0.8786610878661086
44,blue-collar,married,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,1.4,94.403,-43.9,1.504,5191.0,no,0,1,0,middle_age,0.28870292887029286
29,technician,married,professional.course,no,yes,no,telephone,aug,fri,3,26,0,nonexistent,-3.4,94.326,-42.9,2.993,5195.8,no,0,1,0,young_adult,0.3305439330543933
29,blue-collar,married,basic.4y,no,unknown,no,cellular,may,thu,4,999,0,nonexistent,1.4,94.237,-34.9,2.229,5008.7,no,0,0,0,young_adult,0.6652719665271967
53,management,single,high.school,unknown,yes,no,cellular,feb,fri,1,999,0,nonexistent,-0.1,92.955,-42.6,4.303,5076.2,no,0,1,0,senior,0.34309623430962327
25,retired,single,basic.9y,no,no,no,telephone,feb,mon,5,999,0,nonexistent,-1.8,94.15,-29.2,4.181,5076.2,no,0,0,0,young_adult,0.903765690376569
59,services,married,basic.9y,no,yes,no,telephone,apr,tue,1,999,0,nonexistent,-0.1,92.873,-31.7,4.208,5076.2,no,0,1,0,senior,0.7991631799163179
29,housemaid,married,high.school,no,no,no,telephone,dec,tue,5,999,1,nonexistent,1.1,92.996,-42.2,2.951,5017.5,no,1,0,0,young_adult,0.35983263598326337
47,technician,single,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,-1.8,94.298,-27.6,4.196,4963.6,no,0,0,0,middle_age,0.9707112970711296
36,management,married,university.degree,no,yes,unknown,telephone,aug,wed,4,999,0,nonexistent,-0.1,93.7,-33.0,3.869,5176.3,no,0,1,0,middle_age,0.7447698744769874
47,management,married,professional.course,no,no,no,telephone,jul,thu,1,999,0,nonexistent,-0.1,92.974,-32.7,2.949,5099.1,no,0,0,0,middle_age,0.7573221757322174
33,admin.,divorced,high.school,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,-1.1,93.996,-27.8,4.043,5017.5,no,0,0,0,young_adult,0.9623430962343096
38,management,married,high.school,unknown,no,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,94.402,-40.5,2.296,5191.0,no,0,0,0,middle_age,0.4309623430962342
40,technician,married,unknown,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.632,-49.8,4.074,5176.3,no,0,1,0,middle_age,0.041841004184100423
27,retired,single,professional.course,unknown,unknown,no,cellular,may,mon,11,999,0,nonexistent,1.4,92.762,-27.1,3.384,5076.2,yes,0,0,0,young_adult,0.9916317991631798
48,technician,married,basic.9y,no,no,no,cellular,sep,tue,1,999,0,failure,-0.1,93.689,-28.4,4.436,5228.1,no,0,0,0,middle_age,0.9372384937238494
33,management,married,basic.9y,unknown,no,no,cellular,jun,tue,2,999,2,nonexistent,1.1,93.704,-27.7,4.57,5076.2,yes,1,0,0,young_adult,0.9665271966527197
37,blue-collar,single,professional.course,no,no,unknown,telephone,may,mon,3,999,0,nonexistent,-1.1,93.82,-39.5,2.349,5228.1,no,0,0,0,middle_age,0.47280334728033463
28,admin.,divorced,high.school,no,yes,no,telephone,may,thu,1,999,0,failure,-1.1,94.204,-46.9,1.904,5017.5,no,0,1,0,young_adult,0.16317991631799159
18,blue-collar,married,basic.4y,no,yes,no,telephone,aug,tue,1,999,0,nonexistent,1.4,94.718,-46.1,1.869,5191.0,no,0,1,0,young,0.1966527196652718
37,services,married,university.degree,no,yes,no,cellular,jan,mon,1,999,0,nonexistent,-2.9,92.483,-39.5,2.073,5191.0,no,0,1,0,middle_age,0.47280334728033463
68,student,married,university.degree,no,no,no,cellular,oct,tue,3,999,0,failure,-1.8,92.693,-34.7,0.858,4963.6,no,0,0,0,elderly,0.6736401673640166
49,blue-collar,single,professional.course,no,yes,yes,telephone,jan,fri,7,999,1,nonexistent,-1.8,94.292,-39.7,4.742,4963.6,no,1,1,0,middle_age,0.4644351464435144
39,management,single,basic.4y,unknown,yes,no,cellular,jul,wed,5,999,0,nonexistent,-2.9,93.558,-41.4,1.181,5008.7,no,0,1,0,middle_age,0.3933054393305439
36,management,divorced,high.school,no,no,no,cellular,jun,fri,11,999,0,nonexistent,-0.1,94.114,-27.8,4.507,5076.2,no,0,0,0,middle_age,0.9623430962343096
40,management,married,university.degree,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.4,93.268,-35.3,2.785,5008.7,no,0,0,0,middle_age,0.6485355648535566
46,blue-collar,married,university.degree,unknown,no,no,cellular,may,fri,9,999,0,nonexistent,-3.4,94.354,-41.1,4.605,5099.1,no,0,0,0,middle_age,0.4058577405857739
25,blue-collar,single,basic.9y,no,unknown,no,cellular,sep,tue,1,999,0,nonexistent,-1.8,93.282,-34.3,4.748,5008.7,no,0,0,0,young_adult,0.690376569037657
53,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,94.63,-31.9,4.256,5195.8,no,0,1,0,senior,0.7907949790794979
48,admin.,married,high.school,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,-1.1,93.204,-42.0,2.429,5176.3,no,0,1,0,middle_age,0.3682008368200836
48,blue-collar,married,high.school,no,yes,no,cellular,mar,fri,1,999,1,nonexistent,1.4,92.923,-39.4,2.453,5017.5,no,1,1,0,middle_age,0.47698744769874474
45,admin.,married,university.degree,no,yes,no,cellular,feb,fri,5,999,0,nonexistent,1.4,92.463,-35.5,4.897,5008.7,no,0,1,0,middle_age,0.6401673640167364
40,retired,married,unknown,no,yes,no,cellular,jan,wed,1,999,1,nonexistent,1.4,94.378,-35.6,2.119,5228.1,no,1,1,0,middle_age,0.6359832635983262
48,blue-collar,married,high.school,no,no,yes,cellular,apr,mon,4,999,0,nonexistent,-1.1,94.637,-46.6,2.448,4963.6,no,0,1,0,middle_age,0.17573221757322158
47,unemployed,single,basic.4y,no,yes,no,telephone,jul,tue,2,999,0,nonexistent,-1.1,94.496,-38.9,1.917,5176.3,no,0,1,0,middle_age,0.49790794979079495
35,blue-collar,married,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,1.1,94.151,-44.6,2.9,5191.0,no,0,1,0,middle_age,0.25941422594142244
33,entrepreneur,single,basic.4y,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,-0.1,93.31,-29.0,3.327,5228.1,no,0,1,0,young_adult,0.9121338912133891
41,entrepreneur,married,university.degree,unknown,no,no,cellular,may,tue,2,999,0,nonexistent,-0.1,92.991,-38.9,3.559,5191.0,yes,0,0,0,middle_age,0.49790794979079495
58,admin.,married,professional.course,no,no,no,cellular,may,tue,9,14,0,nonexistent,-0.1,92.931,-32.5,1.333,5076.2,no,0,0,0,senior,0.7656903765690376
25,technician,single,university.degree,no,no,no,cellular,sep,fri,3,999,0,nonexistent,-0.1,94.15,-49.7,2.163,5008.7,no,0,0,0,young_adult,0.046025104602510226
22,admin.,married,basic.9y,no,no,yes,cellular,nov,mon,2,999,2,nonexistent,-1.1,93.086,-41.7,5.027,5176.3,no,1,1,0,young,0.3807531380753136
41,technician,single,basic.4y,no,no,no,telephone,oct,tue,1,999,1,nonexistent,-0.1,94.216,-47.0,0.95,5191.0,no,1,0,0,middle_age,0.15899581589958148
40,technician,single,high.school,no,yes,no,telephone,aug,tue,2,999,0,nonexistent,-1.8,94.722,-41.4,2.276,5176.3,no,0,1,0,middle_age,0.3933054393305439
42,management,married,high.school,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,-1.1,92.686,-31.8,1.568,5076.2,no,0,1,0,middle_age,0.7949790794979078
42,management,married,high.school,no,yes,no,cellular,oct,tue,4,999,0,nonexistent,-0.1,92.494,-28.6,1.876,5191.0,no,0,1,0,middle_age,0.9288702928870292
37,retired,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,-0.1,92.508,-28.9,2.695,5176.3,yes,0,1,0,middle_age,0.9163179916317992
57,housemaid,married,university.degree,no,yes,yes,cellular,nov,fri,3,999,0,nonexistent,-0.1,92.352,-48.0,4.986,5176.3,no,0,1,0,senior,0.11715481171548106
20,retired,married,professional.course,no,no,yes,telephone,jan,wed,4,6,0,nonexistent,-0.1,93.974,-43.6,4.217,5008.7,no,0,1,0,young,0.30125523012552285
30,admin.,single,basic.9y,no,no,no,cellular,oct,mon,2,999,0,nonexistent,-1.1,93.723,-35.0,1.696,5008.7,no,0,0,0,young_adult,0.6610878661087866
38,admin.,married,university.degree,no,no,no,telephone,jun,wed,3,999,0,nonexistent,-0.1,93.649,-45.9,1.24,5176.3,no,0,0,0,middle_age,0.205020920502092
20,management,married,university.degree,no,yes,no,telephone,mar,mon,4,999,0,nonexistent,-2.9,93.693,-49.6,3.308,4963.6,no,0,1,0,young,0.05020920502092033
37,management,married,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,-0.1,92.379,-28.0,4.499,5195.8,no,0,0,0,middle_age,0.9539748953974895
59,technician,single,university.degree,unknown,yes,no,cellular,sep,tue,3,999,0,failure,-0.1,92.948,-42.9,1.517,5228.1,no,0,1,0,senior,0.3305439330543933
40,admin.,divorced,basic.9y,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.1,92.883,-40.8,1.495,5195.8,no,0,0,0,middle_age,0.4184100418410042
42,technician,divorced,basic.9y,unknown,yes,no,cellular,dec,thu,2,999,0,nonexistent,-3.4,93.43,-44.3,3.652,5176.3,no,0,1,0,middle_age,0.27196652719665276
24,blue-collar,married,basic.4y,no,no,no,telephone,mar,thu,1,999,0,nonexistent,1.1,94.457,-43.0,1.945,4963.6,no,0,0,0,young,0.32635983263598317
32,management,single,university.degree,unknown,yes,no,cellular,may,tue,1,5,1,success,-1.1,94.696,-27.8,0.817,5195.8,yes,1,1,1,young_adult,0.9623430962343096
35,blue-collar,single,professional.course,no,no,no,cellular,may,thu,7,999,0,nonexistent,-1.8,93.772,-46.2,1.968,5008.7,no,0,0,0,middle_age,0.1924686192468617
36,management,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,92.834,-39.0,1.563,5076.2,no,0,0,0,middle_age,0.49372384937238484
55,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.178,-35.5,2.079,4963.6,no,0,1,0,senior,0.6401673640167364
46,management,married,basic.4y,no,unknown,no,cellular,jul,tue,1,999,0,nonexistent,-1.8,93.036,-45.4,4.227,4963.6,no,0,0,0,middle_age,0.2259414225941422
26,student,single,basic.9y,no,yes,no,cellular,jan,wed,1,999,0,nonexistent,1.1,92.725,-33.7,3.604,5099.1,no,0,1,0,young_adult,0.715481171548117
42,management,married,high.school,no,yes,no,telephone,mar,mon,1,999,0,nonexistent,-0.1,94.712,-34.5,1.868,5176.3,no,0,1,0,middle_age,0.6820083682008368
45,management,divorced,basic.9y,no,yes,no,cellular,feb,thu,2,999,0,success,-1.1,92.539,-28.0,2.437,5228.1,no,0,1,1,middle_age,0.9539748953974895
53,technician,divorced,basic.9y,no,yes,yes,telephone,sep,thu,2,999,0,nonexistent,-0.1,93.654,-39.8,1.578,5017.5,no,0,1,0,senior,0.46025104602510464
58,services,married,university.degree,no,no,no,cellular,may,fri,5,999,0,failure,-1.1,94.25,-41.6,3.076,5008.7,no,0,0,0,senior,0.3849372384937237
27,management,single,high.school,no,no,no,cellular,may,mon,6,999,0,nonexistent,1.4,94.612,-42.2,1.632,5008.7,no,0,0,0,young_adult,0.35983263598326337
30,blue-collar,married,university.degree,no,no,yes,cellular,may,mon,2,999,0,nonexistent,1.1,92.717,-42.1,4.724,5195.8,no,0,1,0,young_adult,0.3640167364016735
24,technician,single,basic.4y,no,yes,no,telephone,aug,mon,6,999,0,nonexistent,-0.1,92.694,-49.9,1.824,5228.1,no,0,1,0,young,0.03765690376569032
37,management,married,high.school,no,yes,no,cellular,jan,fri,2,999,0,success,-1.1,93.477,-45.2,3.775,5195.8,yes,0,1,1,middle_age,0.23430962343096212
45,blue-collar,married,high.school,no,yes,no,cellular,mar,thu,3,999,0,nonexistent,-3.4,93.187,-47.9,2.372,5017.5,no,0,1,0,middle_age,0.12133891213389116
51,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,fri,1,999,0,failure,-1.8,92.841,-29.8,4.576,5195.8,no,0,0,0,senior,0.8786610878661086
39,student,married,basic.6y,no,no,no,telephone,nov,wed,1,999,0,nonexistent,-3.4,92.443,-49.5,2.025,5176.3,yes,0,0,0,middle_age,0.05439330543933043
36,admin.,single,university.degree,no,unknown,no,telephone,jul,wed,1,999,0,nonexistent,-2.9,93.137,-42.1,0.704,5176.3,no,0,0,0,middle_age,0.3640167364016735
41,unemployed,married,university.degree,no,no,no,cellular,may,tue,1,999,0,nonexistent,-2.9,92.924,-45.6,1.102,5228.1,no,0,0,0,middle_age,0.21757322175732202
29,blue-collar,married,basic.4y,no,yes,no,cellular,jun,fri,4,999,0,nonexistent,-3.4,92.642,-35.4,0.933,5195.8,no,0,1,0,young_adult,0.6443514644351465
65,student,married,high.school,no,no,no,cellular,dec,fri,1,999,1,nonexistent,1.1,93.146,-43.0,2.001,4963.6,no,1,0,0,elderly,0.32635983263598317
20,management,married,university.degree,no,no,no,telephone,jun,tue,1,999,0,success,-1.1,92.41,-50.4,3.6,5191.0,yes,0,0,1,young,0.01673640167364011
42,management,single,basic.4y,no,yes,no,cellular,may,tue,7,999,0,nonexistent,1.1,94.554,-29.4,2.911,5176.3,no,0,1,0,middle_age,0.895397489539749
64,technician,divorced,professional.course,unknown,no,no,cellular,may,thu,3,999,0,nonexistent,-1.8,93.738,-35.6,1.732,5099.1,yes,0,0,0,senior,0.6359832635983262
40,management,single,unknown,no,no,no,cellular,nov,mon,2,999,0,nonexistent,1.1,93.431,-50.8,5.04,5017.5,no,0,0,0,middle_age,0.0
37,management,married,unknown,no,yes,yes,cellular,jul,fri,1,999,0,nonexistent,-2.9,92.534,-34.6,0.924,4963.6,no,0,1,0,middle_age,0.6778242677824267
35,admin.,married,high.school,no,yes,no,telephone,jul,wed,5,999,1,nonexistent,-1.1,94.196,-45.6,3.383,5195.8,no,1,1,0,middle_age,0.21757322175732202
37,admin.,single,basic.9y,no,yes,no,telephone,may,wed,1,999,1,success,-1.1,92.394,-27.8,4.17,5017.5,no,1,1,1,middle_age,0.9623430962343096
56,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,3,999,1,nonexistent,-1.8,94.729,-40.2,4.86,5191.0,no,1,1,0,senior,0.4435146443514642
18,self-employed,married,university.degree,no,no,no,cellular,may,thu,3,10,0,failure,-1.8,94.363,-45.5,2.197,5176.3,no,0,0,0,young,0.2217573221757321
58,blue-collar,married,university.degree,no,no,no,telephone,may,tue,2,999,0,success,-0.1,93.41,-50.1,3.149,5008.7,yes,0,0,1,senior,0.029288702928870116
22,admin.,married,professional.course,no,yes,no,cellular,oct,fri,7,999,0,nonexistent,-3.4,93.925,-49.4,1.744,5008.7,no,0,1,0,young,0.05857740585774053
36,management,single,university.degree,no,no,no,cellular,may,fri,1,999,1,nonexistent,1.1,92.429,-49.5,0.782,5017.5,no,1,0,0,middle_age,0.05439330543933043
34,retired,married,university.degree,no,no,no,cellular,may,wed,5,9,0,success,-3.4,93.455,-50.0,2.918,5017.5,no,0,0,1,young_adult,0.03347280334728022
47,services,single,professional.course,unknown,yes,no,cellular,nov,wed,3,999,0,nonexistent,1.4,94.304,-37.7,3.239,5008.7,yes,0,1,0,middle_age,0.5481171548117153
20,blue-collar,married,university.degree,unknown,no,no,cellular,may,wed,3,999,0,nonexistent,1.1,92.402,-30.6,1.848,5195.8,yes,0,0,0,young,0.8451882845188283
45,admin.,married,university.degree,no,yes,no,cellular,aug,wed,11,999,0,nonexistent,-1.1,92.758,-42.5,1.659,4963.6,yes,0,1,0,middle_age,0.3472803347280334
64,technician,divorced,high.school,no,no,no,telephone,jul,fri,3,999,0,nonexistent,-1.8,94.196,-42.5,1.873,5017.5,yes,0,0,0,senior,0.3472803347280334
23,blue-collar,married,basic.9y,no,no,no,telephone,oct,tue,4,999,1,nonexistent,1.1,93.377,-48.3,2.947,4963.6,no,1,0,0,young,0.10460251046025106
42,technician,single,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-0.1,93.907,-50.8,3.636,5076.2,no,0,0,0,middle_age,0.0
32,technician,married,high.school,no,yes,no,cellular,jul,fri,5,999,0,nonexistent,-0.1,94.3,-28.1,3.813,4963.6,no,0,1,0,young_adult,0.9497907949790794
45,services,married,basic.9y,no,no,no,cellular,may,tue,4,999,0,nonexistent,-1.1,92.574,-39.9,1.856,4963.6,no,0,0,0,middle_age,0.45606694560669453
40,blue-collar,single,university.degree,no,yes,yes,cellular,may,thu,9,999,1,nonexistent,-0.1,93.403,-33.2,4.411,5076.2,no,1,1,0,middle_age,0.7364016736401672
32,technician,single,university.degree,unknown,yes,no,cellular,nov,tue,7,25,0,nonexistent,-1.1,93.645,-30.0,2.775,5176.3,yes,0,1,0,young_adult,0.8702928870292886
45,services,divorced,university.degree,no,no,no,cellular,jan,fri,1,999,0,nonexistent,-1.1,93.779,-48.1,3.052,5176.3,no,0,0,0,middle_age,0.11297071129707095
61,management,single,basic.9y,no,yes,no,telephone,aug,thu,2,999,0,failure,1.1,94.376,-44.5,1.641,5076.2,no,0,1,0,senior,0.26359832635983255
37,entrepreneur,married,professional.course,no,yes,no,cellular,may,fri,7,999,0,nonexistent,1.4,93.423,-38.8,2.324,5191.0,no,0,1,0,middle_age,0.502092050209205
48,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,3,999,0,nonexistent,1.4,93.015,-43.7,0.862,5195.8,no,0,1,0,middle_age,0.29707112970711275
24,blue-collar,married,university.degree,no,no,yes,telephone,may,mon,2,999,0,nonexistent,1.4,94.26,-49.5,3.18,5008.7,no,0,1,0,young,0.05439330543933043
28,management,married,basic.4y,unknown,yes,no,telephone,feb,wed,1,999,0,nonexistent,1.1,94.502,-29.5,3.937,5228.1,no,0,1,0,young_adult,0.8912133891213389
45,management,married,professional.course,no,yes,yes,cellular,dec,thu,2,999,0,nonexistent,-1.1,93.121,-44.8,3.031,5099.1,no,0,1,0,middle_age,0.2510460251046025
57,entrepreneur,married,university.degree,no,no,no,cellular,sep,thu,3,999,0,nonexistent,-2.9,94.065,-49.1,2.074,5176.3,no,0,0,0,senior,0.07112970711297054
44,management,married,high.school,unknown,no,yes,telephone,jun,tue,4,999,0,nonexistent,-0.1,92.745,-40.7,4.316,4963.6,no,0,1,0,middle_age,0.422594142259414
36,entrepreneur,single,university.degree,no,no,no,telephone,jul,fri,2,999,1,nonexistent,-1.1,92.432,-31.6,0.888,5076.2,no,1,0,0,middle_age,0.8033472803347279
39,retired,single,university.degree,unknown,no,no,cellular,jun,tue,1,999,0,nonexistent,-0.1,93.167,-46.8,1.731,5191.0,no,0,0,0,middle_age,0.1673640167364017
24,technician,single,basic.9y,no,no,yes,cellular,aug,fri,3,999,0,nonexistent,-1.8,93.245,-40.4,0.855,5176.3,no,0,1,0,young,0.4351464435146443
47,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,7,999,0,nonexistent,1.1,92.494,-46.4,2.368,5008.7,no,0,1,0,middle_age,0.1841004184100418
50,housemaid,married,basic.9y,no,no,yes,cellular,may,wed,2,999,1,success,-1.8,92.463,-31.2,1.738,5191.0,no,1,1,1,senior,0.8200836820083681
34,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,7,999,0,nonexistent,1.1,94.013,-38.3,3.645,5228.1,no,0,1,0,young_adult,0.5230125523012552
34,retired,married,university.degree,no,yes,unknown,cellular,jul,mon,2,999,0,nonexistent,1.4,94.045,-37.0,0.981,5228.1,no,0,1,0,young_adult,0.5774058577405857
43,services,married,unknown,no,yes,no,telephone,dec,tue,6,999,0,nonexistent,1.4,92.387,-32.9,0.783,5017.5,no,0,1,0,middle_age,0.7489539748953975
34,technician,married,basic.4y,unknown,yes,no,cellular,jul,wed,4,999,0,nonexistent,-1.1,93.501,-28.3,3.073,5176.3,no,0,1,0,young_adult,0.9414225941422594
39,blue-collar,married,high.school,no,no,no,cellular,oct,wed,9,999,0,nonexistent,-1.1,93.637,-48.3,3.927,4963.6,no,0,0,0,middle_age,0.10460251046025106
65,technician,married,illiterate,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.1,93.48,-30.6,2.7,5076.2,no,0,1,0,elderly,0.8451882845188283
37,admin.,married,basic.4y,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-0.1,94.714,-39.5,1.875,5099.1,no,0,1,0,middle_age,0.47280334728033463
35,management,married,high.school,no,no,no,cellular,oct,wed,6,999,0,nonexistent,-0.1,93.376,-35.5,2.833,5228.1,no,0,0,0,middle_age,0.6401673640167364
32,admin.,married,high.school,no,no,no,cellular,may,fri,3,999,0,nonexistent,1.4,93.6,-30.4,2.126,5017.5,yes,0,0,0,young_adult,0.8535564853556485
48,technician,married,high.school,no,no,no,telephone,may,thu,1,999,0,nonexistent,-0.1,92.997,-43.0,1.941,5228.1,no,0,0,0,middle_age,0.32635983263598317
37,management,married,professional.course,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-1.8,92.848,-30.0,2.606,5099.1,yes,0,0,0,middle_age,0.8702928870292886
32,self-employed,married,university.degree,unknown,no,no,telephone,apr,fri,2,999,0,nonexistent,-0.1,94.302,-35.7,3.343,5017.5,yes,0,0,0,young_adult,0.6317991631799161
55,technician,married,basic.6y,no,no,no,telephone,may,fri,4,999,0,nonexistent,-0.1,94.582,-44.1,3.186,5008.7,no,0,0,0,senior,0.28033472803347265
57,blue-collar,divorced,university.degree,unknown,no,no,cellular,jun,fri,3,999,0,nonexistent,-1.8,93.027,-28.8,1.111,5228.1,no,0,0,0,senior,0.9205020920502092
32,admin.,single,professional.course,no,yes,no,telephone,may,fri,2,999,0,failure,-1.8,94.376,-49.4,1.597,5176.3,no,0,1,0,young_adult,0.05857740585774053
18,technician,single,university.degree,no,no,no,telephone,nov,thu,1,999,0,success,-1.1,93.283,-36.7,0.665,5176.3,yes,0,0,1,young,0.5899581589958157
52,blue-collar,married,high.school,no,yes,yes,cellular,nov,tue,2,999,0,nonexistent,1.4,93.547,-50.4,2.567,5008.7,no,0,1,0,senior,0.01673640167364011
31,blue-collar,divorced,university.degree,no,yes,no,telephone,may,thu,1,999,0,nonexistent,-1.8,92.658,-48.8,4.031,5195.8,no,0,1,0,young_adult,0.08368200836820085
49,management,single,university.degree,no,yes,no,cellular,jun,thu,2,999,0,nonexistent,-1.1,93.701,-48.4,2.461,5099.1,yes,0,1,0,middle_age,0.10041841004184095
18,management,married,high.school,unknown,no,no,cellular,jul,tue,13,999,0,nonexistent,-1.1,94.646,-29.4,5.042,5176.3,no,0,0,0,young,0.895397489539749
50,admin.,married,high.school,no,yes,no,cellular,may,tue,6,999,0,nonexistent,1.4,92.331,-37.4,3.944,5228.1,no,0,1,0,senior,0.5606694560669456
25,blue-collar,divorced,university.degree,unknown,no,no,telephone,may,tue,1,999,1,nonexistent,-1.1,92.871,-44.6,2.288,5195.8,no,1,0,0,young_adult,0.25941422594142244
48,admin.,married,university.degree,no,no,no,cellular,aug,thu,3,999,0,nonexistent,-1.8,93.983,-41.5,4.927,5228.1,no,0,0,0,middle_age,0.3891213389121338
